source,page,chunk_id,text
Comprendre_lautisme_pour_les_nuls,163,Comprendre_lautisme_pour_les_nuls_p163_c1,"Bref, Sam a le syndrome d’Asperger."
Comprendre_lautisme_pour_les_nuls,164,Comprendre_lautisme_pour_les_nuls_p164_c0,"Il est également nécessaire de remplir les quatre critères suivants pour être sûr d’un diagnostic de syndrome d’Asperger : » Les comportements et tendances de la personne causent des difficultés cliniquement significatives dans les domaines sociaux, occupationnels, ou d’autres zones de fonctionnement importantes. » La personne ne présente pas de retard cliniquement significatif dans l’acquisition du langage (en d’autres termes la personne utilise des mots isolés à l’âge de 2 ans et des phrases destinées à la communication à l’âge de 3 ans). Beaucoup de ceux qui font des diagnostics utilisent les critères « absence de retard cliniquement significatif » en tant que critère majeur de distinction entre l’autisme et le syndrome d’Asperger. » La personne ne présente pas de retard cliniquement significatif dans son développement cognitif, dans l’acquisition d’aptitudes à se débrouiller en adéquation avec l’âge, dans le comportement adaptatif (autre que les interactions sociales), et la curiosité à l’égard de l’environnement. » La personne ne doit pas remplir les critères diagnostiques pour d’autres troubles du développement ou la schizophrénie. Votre enfant a-t-il le syndrome d’Asperger ? Si vous croyez que votre enfant remplit, ou pourrait presque remplir, les critères diagnostiques du syndrome d’Asperger que vous avez lus dans les sections précédentes, ou si un éducateur ou professeur en exprime le soupçon, vous pourriez demander à en parler au pédiatre de votre enfant ou à un autre professionnel de santé."
Comprendre_lautisme_pour_les_nuls,165,Comprendre_lautisme_pour_les_nuls_p165_c0,"Le chapitre 4 donne davantage d’informations sur comment obtenir un diagnostic, mettre au point une planification de la prise en charge, et trouver le bon médecin. Les traits de personnalité typiques, mais non diagnostiqués du syndrome d’Asperger Ce que le DSM 4 échoue à montrer c’est que, bien que les gens avec le syndrome d’Asperger n’aient généralement pas de retard cliniquement significatif de langage, leur usage du Vous sentir bien dans votre peau (et avec votre diagnostic) Quelques mots sur le diagnostic écrits par le coauteur, Stephen Shore : « On me demande souvent : “Êtes-vous autiste ou avez-vous le syndrome d’Asperger ? En me fondant sur mon enfance et ma vie actuelle, je crois avoir le syndrome d’Asperger. Toutefois, j’ai commencé à manifester des tendances autistiques à l’âge de 18 mois, lorsque j’ai perdu des aptitudes de communication. Le langage ne m’est pas revenu avant l’âge de 4 ans, me plaçant parmi les autistes. Mes centres d’intérêt et autres caractéristiques paraissent plus proches du syndrome d’Asperger. Finalement, je me suis rendu compte que la bonne caractérisation pour moi est celle d’être un autiste ou autrement dit d’“être sur le spectre de l’autisme”. » L’objectif premier du diagnostic n’est pas d’obtenir un label, mais de comprendre ce qui se passe."
Comprendre_lautisme_pour_les_nuls,165,Comprendre_lautisme_pour_les_nuls_p165_c1,Un diagnostic aide à donner un aperçu des caractéristiques d’une personne.
Comprendre_lautisme_pour_les_nuls,166,Comprendre_lautisme_pour_les_nuls_p166_c0,"langage, de même que leurs mélodie et rythme vocaux, tendent à être assez uniques. Que faut-il en conclure ? Un certain nombre de caractéristiques existent au-delà de celles que le DSM donne. Dans la liste suivante, nous faisons figurer des caractéristiques communes des personnes ayant le syndrome d’Asperger : » Pensée littérale plutôt que figurative. Les personnes ayant le syndrome d’Asperger trouvent difficile de décoder correctement les communications nonverbales (ton de la voix, langage corporel, expressions faciales), et se fient donc aux mots. Par exemple, une fois je faisais un exposé et le temps du déjeuner approchait. L’organisateur de la conférence se faisait du souci car je risquais de déborder du temps imparti. Il m’a demandé : « Que dit ta montre ? » Ma réponse immédiate a été : « Ma montre ne dit rien car elle ne sait pas parler. » Une fois le rire général dissipé, je me suis rendu compte qu’il voulait en fait que je sois attentif au temps, et j’ai rapidement conclu ma présentation. (La section « Gérer les expressions idiomatiques et les figures de style », plus loin dans ce chapitre, formule des propositions sur ce que vous pouvez faire pour aider votre enfant à gérer la pensée trop littérale)."
Comprendre_lautisme_pour_les_nuls,167,Comprendre_lautisme_pour_les_nuls_p167_c0,"» Faire l’expérience de trop d’émotions. Une fausse croyance habituelle est que les gens avec le syndrome d’Asperger ne ressentent pas les émotions ni n’ont d’empathie pour les autres personnes. En fait, beaucoup rapportent qu’ils ressentent trop d’émotions mais qu’ils ont des difficultés à reconnaître la nature de ces émotions et comment les exprimer de telle sorte qu’ils puissent les rendre compréhensibles aux non-autistes. Souvent, les personnes avec le syndrome d’Asperger se mettent en colère sans crier gare. Toutefois, il est possible d’apprendre à ceux qui fréquentent des « Asperger » à reconnaître les comportements et autres indices qui signalent les explosions comportementales à venir (pour davantage de précisions sur le contrôle des émotions, voir la section « Gérer les émotions engendrées par le syndrome d’Asperger » plus loin dans ce chapitre)."
Comprendre_lautisme_pour_les_nuls,168,Comprendre_lautisme_pour_les_nuls_p168_c0,"» Avoir des difficultés de socialisation. Les experts de la communication suggèrent que le langage corporel et les autres interactions nonverbales représentent jusqu’à 70 % de la totalité du volume des communications d’une personne, et la plupart des personnes avec le syndrome d’Asperger ont des difficultés à reconnaître ces indices nonverbaux. Certaines personnes avec le syndrome d’Asperger paraissent timides – douloureusement conscientes qu’elles n’ont pas les connaissances suffisantes pour des interactions sociales réussies. D’autres peuvent être une sorte de répondeurs sociaux, qui commettent de nombreuses gaffes sociales dans leur envie d’interagir avec les autres. Toutefois, les personnes avec le syndrome d’Asperger peuvent apprendre, par un apprentissage directement ciblé, les composantes essentielles de la communication (pour plus d’informations au sujet de la socialisation, voir la section « Aider les personnes avec le syndrome d’Asperger à se socialiser »)."
Comprendre_lautisme_pour_les_nuls,169,Comprendre_lautisme_pour_les_nuls_p169_c0,"» Briller sur le plan universitaire (avec un accompagnement approprié). Les personnes avec Asperger semblent avoir un QI dans la moyenne ou supérieur, et sont capables d’exercer des tâches au- delà du niveau du bac, mais se heurtent souvent aux excentricités de leur style d’apprentissage. Bien que les compétences mnésiques fondamentales puissent être bonnes, une personne peut avoir une manière de penser concrète et littérale qui cause des difficultés ; elle peut également présenter des rigidités, avoir des problèmes pour s’organiser et gérer son temps. Toutefois, on peut trouver des aménagements pour contrer ces difficultés en s’appuyant sur l’intelligence de la personne. Beaucoup de personnes considèrent les enfants avec le syndrome d’Asperger comme des « petits professeurs » parce que, par exemple, ils peuvent mettre à profit leurs compétences fondamentales très développées pour acquérir un vocabulaire élaboré, tout en adoptant un ton de voix adulte pour discuter de leurs intérêts spécifiques, tout comme la propulsion vectorielle des avions de combat. Ceci étant, ils peuvent avoir des difficultés à généraliser le sens des termes spécialisés tels que « vecteur » à d’autres domaines tels que les mathématiques ou « poussée » à ce qui se passe dans une foule de gens."
Comprendre_lautisme_pour_les_nuls,169,Comprendre_lautisme_pour_les_nuls_p169_c1,"Ils peuvent sembler plus matures qu’ils ne le sont du fait de leur manière de parler, mais ne vous y méprenez pas : ils ont souvent des difficultés bien réelles dans la flexibilité cognitive, la généralisation et l’organisation de matériaux universitaires."
Comprendre_lautisme_pour_les_nuls,170,Comprendre_lautisme_pour_les_nuls_p170_c0,"» Être exposé à une surcharge émotionnelle. Tout comme avec d’autres formes d’autisme, les personnes avec le syndrome d’Asperger ont certains de leurs organes des sens réglés « trop fort », tandis que d’autres organes des sens n’enregistrent pas assez les informations. Les données environnementales reçues par une personne Asperger présentent une distorsion plus importante que chez les personnes non autistes. Et certaines recherches montrent que les personnes avec le syndrome d’Asperger tendent à avoir une réponse plus négative à la surcharge sensorielle que les personnes avec d’autres formes d’autisme. (Voir le chapitre 10 pour les astuces pour gérer la surcharge sensorielle). Les personnes avec le syndrome d’Asperger tendent à être des apprenants visuels, mais elles peuvent également apprendre de manière auditive, kinesthésique (par la perception du mouvement) ou par un autre canal sensoriel. Le problème est que si la plupart des gens peuvent apprendre par un organe des sens qu’ils n’affectionnent pas, cela peut être impossible pour les personnes avec le syndrome d’Asperger. C’est pour cela que l’apprentissage multisensoriel (faisant appel à plus d’un canal sensoriel) est si important (voir la troisième partie sur les questions éducatives qui se posent en lien avec l’autisme)."
Comprendre_lautisme_pour_les_nuls,171,Comprendre_lautisme_pour_les_nuls_p171_c0,"» Manifeste une mauvaise motricité. Avoir une mauvaise motricité, un mauvais équilibre et une mauvaise coordination crée souvent des problèmes dans de nombreuses situations, depuis l’écriture et l’art jusqu’aux jeux, l’éducation physique et d’autres situations sociales. De ce fait, des tâches comme écrire à la main prennent beaucoup plus longtemps à des enfants avec le syndrome d’Asperger qu’aux autres enfants. Toutefois, il est important de ne pas laisser votre enfant se décourager. Avec les thérapeutes « occupationnels », il est possible d’aider substantiellement votre enfant en matière d’aptitudes motrices. Par ailleurs, inscrire un enfant avec le syndrome d’Asperger dans un cours orienté vers le mouvement, comme ceux d’arts martiaux, peut l’aider en termes de coordination et d’estime de soi. Des interventions telles que l’intégration sensorielle ou l’hippothérapie (que nous décrivons dans le chapitre 10) peuvent également être d’une grande aide. Un « répondeur social » fait une gaffe sociale Un « répondeur social » est une personne avec le syndrome d’Asperger qui peut commettre de multiples gaffes sociales dans son envie d’interagir avec les autres. Parfois une personne est consciente de la nécessité de travailler sur ses aptitudes sociales et peut avoir mal compris une situation sociale alors même qu’elle essaie de l’améliorer."
Comprendre_lautisme_pour_les_nuls,171,Comprendre_lautisme_pour_les_nuls_p171_c1,"Le paragraphe suivant donne un exemple de ce type de situation. En se rendant à un dîner à la paroisse, Dena Gassner, une personne avec le syndrome d’Asperger, a remarqué que les quelques personnes présentes posaient des assiettes, fourchettes et couteaux sur des tables vides. Pensant qu’elle"
Comprendre_lautisme_pour_les_nuls,172,Comprendre_lautisme_pour_les_nuls_p172_c0,"Aider les personnes avec le syndrome d’Asperger à se socialiser Si vous avez déjà expérimenté des difficultés pour apprendre les us et coutumes d’une culture lors de voyages dans un pays étranger, vous avez un aperçu de ce que cela peut être de vivre au quotidien avec le syndrome d’Asperger. Les professionnels ont mis en place de nombreuses solutions pour faciliter la vie des personnes Asperger, tant à l’école que dans les environnements sociaux. Beaucoup de ces solutions s’inspirent des interventions dans l’autisme classique ou ont été créées spécialement pour les « aspis ». Nous esquissons certaines de ces stratégies dans la présente section. pouvait faire œuvre utile, elle a rapidement placé les couverts sur toutes les tables. « Ils sont bien mal polis en ne préparant que quelques rares couverts », s’est-elle dit, et elle voulait faire preuve de bonnes aptitudes sociales en gardant cette réflexion pour elle. Soudain, une grande agitation a commencé, les organisateurs essayant frénétiquement de préparer encore plus de tables et de nourriture pour ce qu’ils pensaient être au moins cent personnes supplémentaires attendues. Elle a vite compris que sa hâte à réagir avec ce qu’elle pensait être une manière socialement appropriée était la cause du chaos."
Comprendre_lautisme_pour_les_nuls,172,Comprendre_lautisme_pour_les_nuls_p172_c1,"Son comportement allait totalement à l’encontre de la règle non écrite selon laquelle chacun était responsable de son emplacement à table et devait placer lui-même son couvert sur la table, exprimant ainsi nonverbalement « j’ai réservé cette place pour moi et ma famille »."
Comprendre_lautisme_pour_les_nuls,173,Comprendre_lautisme_pour_les_nuls_p173_c0,"Il est vital que les accompagnants, éducateurs et docteurs personnalisent le programme conçu pour le syndrome d’Asperger en fonction des besoins individuels de l’enfant. Il peut être utile de considérer les solutions disponibles comme une liste d’achats dont vous choisissez ce dont vous avez besoin et laissez le reste dans le magasin. (Vous pouvez trouver d’autres sources d’information dans les annexes.) Trouver le curriculum caché Comme les difficultés dans les interactions sociales sont l’une des plus frappantes déficiences des personnes avec le syndrome d’Asperger, de nombreuses méthodes de socialisation sont fondées sur ce que Brenda Smith Myles, professeur d’éducation spécialisée et chercheuse en matière de syndrome d’Asperger à l’université du Kansas, appelle le « curriculum caché ». Le curriculum caché est l’ensemble des règles non écrites que personne n’apprend directement, mais que chacun connaît. Dans ses livres, Myles montre comment enfreindre ces règles peut faire de quelqu’un un marginal à l’école, dans son quartier ou ailleurs. Le tableau 5-1 décrit certaines situations où on peut trouver le curriculum caché. Tableau 5-1 Exemples de curriculum caché Lieu Exemple de règle Conséquences possibles quand on enfreint les règles"
Comprendre_lautisme_pour_les_nuls,174,Comprendre_lautisme_pour_les_nuls_p174_c0,"Lieu Exemple de règle Conséquences possibles quand on enfreint les règles Domicile Chacun a une place déterminée autour de la table Querelles avec les autres membres de la famille Dans les relations Laissez à l’autre une chance de dire ce qu’il ou elle souhaite Perdre des amis École Ne pas dire de gros mots Problèmes avec les enseignants Dans votre quartier Laissez votre place à une personne âgée ou handicapée physique Réprobation sociale Lieu de travail Suivez les instructions de votre supérieur hiérarchique, même si vous pensez avoir une meilleure façon de procéder Perte de votre emploi Vous pouvez travailler les situations créées par des difficultés liées au curriculum caché par des histoires sociales ou des jeux de rôles. Lorsque vous faites des jeux de rôles, il peut être utile de répéter tant la « bonne » que la « mauvaise » manière de se comporter. Voici quelques exemples de curriculum caché, correspondant aux entrées du tableau 5-1 : » Discutez et exercez-vous à vous asseoir à table pour le dîner (s’il y a un ordre particulier chez vous) ; » Entamez une conversation interactive ;"
Comprendre_lautisme_pour_les_nuls,175,Comprendre_lautisme_pour_les_nuls_p175_c0,"» Passez en revue les lieux et moments appropriés pour dire des gros mots, et abordez le sujet des gros mots que disent les camarades de classe ; » Exercez-vous à laisser votre place assise à une personne âgée ou à une personne handicapée physique ; » Passez en revue les comportements appropriés lorsque vous êtes face à un policier ou sapeur-pompier. Insistez sur le fait que les erreurs peuvent avoir des conséquences graves ; » Réfléchissez à des façons de proposer à un supérieur hiérarchique une meilleure manière de faire un travail. Manier les tournures et les expressions Les tournures sont des expressions où l’intention ou la signification s’écartent des mots pris au sens littéral. Par exemple, l’expression commune « attends une minute » implique le plus souvent une attente bien plus longue qu’une minute, ce qui peut être compliqué si l’on comprend le langage sur le plan littéral (comme le font les personnes avec le syndrome d’Asperger). Voici quelques autres exemples de tournures qui peuvent perturber les personnes avec le syndrome d’Asperger : » Vous avez l’heure ? Réponse possible : Comment peut- on avoir l’heure ? » Lâche-moi un peu ! Réponse possible : Mais je ne te tiens pas."
Comprendre_lautisme_pour_les_nuls,175,Comprendre_lautisme_pour_les_nuls_p175_c1,"» Il faut y mettre un bémol. Réponse possible : Un bémol sur quoi ? Comment cela, un bémol ? » Il retint son souffle. Réaction possible : Il aurait dû respirer normalement."
Comprendre_lautisme_pour_les_nuls,176,Comprendre_lautisme_pour_les_nuls_p176_c0,"Vous pouvez enseigner des tournures et des figures de style par le biais de stratégies telles que les bandes dessinées, à l’instar des conversations de bandes dessinées qui font appel à des personnages figurés par des bâtons et d’autres symboles simples, en plus des bulles de parole et de pensée. (Voir la figure 5-1 pour un exemple.) Les solutions de ce type sont les plus efficaces lorsque l’enfant présente un style d’apprentissage visuel, fondé sur des séquences concrètes – des caractéristiques communes auprès des personnes avec le syndrome d’Asperger. Voici d’autres manières pour apprendre les tournures et expressions : Le curriculum caché : pas seulement pour les personnes avec autisme Le curriculum caché est partout, et il piège bien des gens qui ne sont pas autistes. Par exemple, un vendeur qui viendrait pour la première fois au domicile d’un client en s’asseyant par erreur dans son fauteuil préféré ne réussirait probablement pas à conclure la vente. Le vendeur peut éviter ce problème en demandant simplement où il doit s’asseoir. De même, le candidat à un emploi qui s’assied avant son recruteur potentiel réduit ses chances d’obtenir le poste. Apparemment, l’art de s’asseoir est tout à fait central !"
Comprendre_lautisme_pour_les_nuls,177,Comprendre_lautisme_pour_les_nuls_p177_c0,"» Discutez des significations possibles des tournures, puis exercez-vous à des jeux de rôles. Mimez une situation où vous comprenez l’expression, et ensuite faites ce qu’il faudrait faire dans des occasions où elle peut se présenter. » Partez à la chasse aux expressions. Regardez de courtes sitcoms ou d’autres passages télévisuels, et déterminez les moments où on entend des expressions. Lorsque vous en repérez une, discutez de sa signification (vous pouvez ensuite avoir un jeu de rôles, comme indiqué précédemment). » Mettez en place des interventions telles que les histoires sociales ou les Power Cards, comme décrit dans le chapitre 13. Figure 5-1 Une bande dessinée qui montre comment expliquer l’expression « tenir la porte » à quelqu’un ayant le syndrome d’Asperger. Le syndrome d’Asperger n’est pas un prétexte fantaisiste pour les mauvais comportements"
Comprendre_lautisme_pour_les_nuls,178,Comprendre_lautisme_pour_les_nuls_p178_c0,"Sharon a un fils de 15 ans avec le syndrome d’Asperger. Il s’appelle John. En grandissant, John disait des choses étranges à des moments étranges. Lorsqu’il était assis dans le caddie d’un supermarché, il disait par exemple tout ce qui lui traversait l’esprit. Il pouvait crier, à l’âge de 3 ans : « Le cancer vous tuera, monsieur. » Une autre fois, John a dit à un homme qui était debout près de lui dans un magasin qu’il avait un « visage insolent ». L’homme a regardé Sharon et dit : « Qu’est-ce que vous avez fait à cet enfant ? Vous lui avez lavé le cerveau. » Se tournant vers John, il a commenté : « Cela mériterait la fessée. » Même certains des amis et proches de Sharon pensaient que le diagnostic de syndrome d’Asperger était juste un prétexte pour le mauvais comportement de John. Ils disaient : « Il n’aurait pas tourné ainsi si je l’avais éduqué. Ne crois pas à tout ce que ces psys te racontent. » Comme une majorité de gens avec le syndrome d’Asperger ont un QI au-dessus de la moyenne, les gens tendent à être obnubilés par leurs forces. Ils se demandent pourquoi les gens avec le syndrome d’Asperger ont de telles difficultés pour se faire des amis, se comporter de manière socialement appropriée, ou avec certains sujets à l’école."
Comprendre_lautisme_pour_les_nuls,178,Comprendre_lautisme_pour_les_nuls_p178_c1,"Les personnes avec le syndrome d’Asperger ont des forces et des difficultés exactement comme n’importe qui d’autre – simplement à une plus grande échelle. Étant donné que le fils de Sharon a le syndrome d’Asperger, il est très probable qu’il ait besoin d’une instruction personnalisée pour interagir socialement de manière acceptable. Deux bonnes interventions pour apprendre les interactions sociales sont les histoires sociales créées par Carol Gray et les Power Cards"
Comprendre_lautisme_pour_les_nuls,179,Comprendre_lautisme_pour_les_nuls_p179_c0,"Gérer les émotions suscitées par le syndrome d’Asperger Les personnes avec le syndrome d’Asperger ressentent les émotions au même titre que les autres, mais avec deux différences majeures : » Elles peuvent exprimer leurs émotions différemment. » Elles peuvent ne pas détecter la montée d’émotions fortes telles que la colère – particulièrement après une période de frustrations. La seconde différence mène à la première : les émotions peuvent se déverser de manière inattendue et considérée par certains comme déraisonnable. Parfois, des explosions peuvent être inévitables, mais les accompagnants ont quelques stratégies à leur disposition pour minimiser ces épisodes autant que possible. Dans les sections suivantes, nous montrerons comment reconnaître chaque étape du cycle de la colère et comment planifier son action pour abréger ou réduire l’intensité de ce qui peut paraître égaler une explosion volcanique. Nous donnons également quelques astuces pour lutter contre le harcèlement, un problème commun parmi les enfants qui peut avoir un impact supplémentaire sur l’état émotionnel instable de votre enfant. Éviter le cycle de la colère créées par Elisa Gagnon, dont nous parlons dans ce chapitre."
Comprendre_lautisme_pour_les_nuls,180,Comprendre_lautisme_pour_les_nuls_p180_c0,"Brenda Smith Myles et Jack Southwick, auteurs du livre Asperger Syndrome and Difficult Moments : Practical Solutions for Tantrums, Rage and Meltdowns (Autism Asperger Publishing Company), utilisent le terme de « cycle de la colère » pour référencer les trois étapes qui se succèdent lorsqu’une personne avec le syndrome d’Asperger, ainsi que les personnes de son entourage, manque un indice menant à ce qui peut apparaître comme une éruption volcanique. 1. Le grondement : le signe avant-coureur d’une éruption volcanique humaine imminente. Vous pouvez sentir, de façon imagée, le sol trembler, et vous savez que quelque chose de mauvais se produira bientôt. 2. La colère : lorsque le volcan est en éruption. L’enfant perd le contrôle de son état émotionnel et physique, et comme avec un volcan, vous pouvez vous attendre à beaucoup de bruit et de destruction. 3. La récupération : la suite de l’éruption. Tout comme la communauté sur le pan de la montagne doit se reconstruire une fois l’éruption volcanique passée, l’enfant et ceux autour de lui ont besoin de temps pour vivre ensemble à nouveau. Le tableau 5-2 liste les comportements communément présents lors de chacune de ces étapes, en s’inspirant du livre de Brenda Smith Myles et Jack Southwick."
Comprendre_lautisme_pour_les_nuls,180,Comprendre_lautisme_pour_les_nuls_p180_c1,"Tableau 5-2 Comportements communs de grondement, colère et récupération Grondement Augmentation des verbalisations telles que les jurons, les bruits sans raison, changement du volume verbal ou menaces. Augmentation des comportements stéréotypés telles que les grimaces, les gigotements, les balancements, le battement des mains, le fait de déchirer du papier ou de taper du pied."
Comprendre_lautisme_pour_les_nuls,181,Comprendre_lautisme_pour_les_nuls_p181_c0,"Grondement Mouvements renforcés, tels que battre la mesure, marcher en rond ou quitter la chambre. Colère Comportements verbaux tels que les cris. Expressions émotionnelles telles que l’impulsivité et la colère dirigée contre soi. Comportements physiques tels que la destruction de biens, les morsures, le fait de frapper, donner des coups de pied et l’automutilation. Récupération Dormir. Déni de la colère, refuge dans un monde imaginaire. Excuses. Maintenant que vous connaissez la toile de fond des explosions émotionnelles, vous pouvez agir pour les contrôler. Les sections suivantes listent des interventions possibles pour faire face à la première étape du grondement, un guide de survie pour la phase proprement dite de l’irruption de la colère et des astuces pour franchir l’étape de la récupération. Les interventions pour l’étape du grondement Les personnes avec le syndrome d’Asperger se mettent souvent en colère sans préavis, mais cela n’est pas nécessairement le cas. Il est possible d’apprendre à lire les indices qui indiquent que le « volcan » est prêt pour l’éruption."
Comprendre_lautisme_pour_les_nuls,182,Comprendre_lautisme_pour_les_nuls_p182_c0,"Heureusement, vous disposez d’un grand nombre d’interventions (développées initialement par Myles et Southwick) que vous pouvez mettre en œuvre pour aider votre enfant à contenir un épisode de rage pendant la période de grondements. La liste suivante présente certaines de ces interventions : » Une suppression sans jugement : soustraire l’enfant de la situation anxiogène d’une façon positive. Par exemple, si un enfant devient anxieux à cause d’une activité qui se passe dans la cuisine, vous pouvez lui dire d’aller prendre une boîte de mouchoirs qui se trouve dans le salon. En classe, les enfants avec le syndrome d’Asperger deviennent souvent agités. Vous pouvez suggérer à l’enseignant de demander à l’enfant de sortir et d’aller porter une enveloppe au secrétariat de la scolarité par exemple. L’enveloppe peut être vide et l’enfant fera sans doute un détour ou deux durant son trajet. Or, ces cinq à dix minutes durant lesquelles il sera soustrait à la classe permettront d’éviter une implosion. Lorsqu’il reviendra il pourra la plupart du temps fixer de nouveau son attention durant le temps de classe restant. L’objectif est de distraire l’enfant et de briser le schéma grondements- colère-récupération. Vous devez vous assurer que ces interruptions ne deviennent une routine qui permettrait à l’enfant d’éviter de faire certaines tâches."
Comprendre_lautisme_pour_les_nuls,183,Comprendre_lautisme_pour_les_nuls_p183_c0,"» Le soutien que confère la routine. Avoir un tableau ou un agenda visuel des événements de la journée à proximité peut aider la personne avec le syndrome d’Asperger à se sentir plus en sécurité. Elle peut se rassurer quant à ce qui arrivera ensuite ou se préparer pour ce qui aurait été autrement un changement inattendu. Être préparé change tout. Les personnes avec autisme fonctionnent beaucoup mieux si elles bénéficient de la prévisibilité. Une manière de créer plus de prévisibilité consiste à vous assurer que l’enfant connaît son agenda au jour le jour – en particulier s’il doit dévier de sa routine quotidienne. En fait, la plupart réussissent mieux lorsque leurs agendas sont planifiés à l’avance. » Stimuler son intérêt. Montrer de l’intérêt pour la passion de quelqu’un signifie que vous accordez de la valeur à cette personne, et ce que vous faites pourra souvent mettre fin à la phase de grondement. On appelle cela la « redirection ». Quelques minutes passées à discuter de la passion d’un enfant peuvent vous épargner les mêmes minutes qui pourraient se révéler infernales pour surmonter une situation difficile, telle que l’attente dans la file d’un supermarché. Permettre à l’enfant d’éviter une situation difficile et la remplacer par un moment agréable peut paraître comme récompenser un comportement inapproprié."
Comprendre_lautisme_pour_les_nuls,183,Comprendre_lautisme_pour_les_nuls_p183_c1,"Toutefois, si l’aptitude de l’enfant à faire attention ou à se contrôler n’est pas encore atteinte, c’est la meilleure chose à faire. Être en colère est épuisant émotionnellement et physiquement, tout en mettant dans l’embarras : ce n’est pas ce que les enfants veulent."
Comprendre_lautisme_pour_les_nuls,184,Comprendre_lautisme_pour_les_nuls_p184_c0,"» Se rendre compte des difficultés. Comme avec toute personne, se rendre compte des difficultés d’une tâche aide à communiquer ce que ressent l’enfant. Par exemple, si votre enfant coupe la parole lors d’une conversation, vous pouvez dire : « Je sais que cela est difficile, Véronique, mais la règle familiale est que chacun attend que celui qui parle finisse avant de commenter ». » Zone cool. Choisissez une chambre avec peu de stimulations sensorielles où un enfant peut se réfugier avec un travail à faire ou tout simplement le calme requis pour se laisser aller à ses pensées personnelles lorsque l’étape du grondement survient. Cela réduira le stress. Attendre de l’enfant qu’il termine son travail lorsqu’il est dans cette zone cool évitera que cette zone ne devienne une manière d’éviter le travail. » Marchez en silence. Laissez la personne avec le syndrome d’Asperger marcher pour se calmer. Assurez- vous qu’une personne de confiance l’accompagne. À moins qu’il ne cherche à s’enfuir, la personne de confiance doit juste marcher à ses côtés pour calmer l’enfant. La règle est ici que l’enfant peut dire ce qu’il veut ou rien, et que la personne de confiance reste silencieuse. Survivre à la phase de colère La phase de colère peut faire peur et sembler durer éternellement, en particulier parce que vous voulez tant que cela se termine."
Comprendre_lautisme_pour_les_nuls,184,Comprendre_lautisme_pour_les_nuls_p184_c1,"Le meilleur conseil que l’on peut donner est que, durant la phase de colère, l’adulte reste calme, ne parle pas fort, respire à fond, évite les luttes de force, et soit souple durant ce moment où l’enfant ne peut pas l’être. La liste"
Comprendre_lautisme_pour_les_nuls,185,Comprendre_lautisme_pour_les_nuls_p185_c0,"suivante vous donne d’autres astuces pour surmonter la période de colère. » Sécurité d’abord. Une personne en phase de colère ne se contrôle pas et doit rester en sécurité. Essayez d’enlever les objets fragiles et dangereux des alentours. La colère n’est pas un sport que l’on regarde : chacun, sauf une ou deux personnes qui accompagnent la personne avec le syndrome d’Asperger, doit quitter les lieux. Dans un cadre scolaire, l’enseignant peut demander à un auxiliaire ou une autre personne d’emmener les autres élèves hors de la salle de classe, ou du moins à distance de l’enfant en phase de colère. » Restez silencieux et lent. Crier en retour, menacer, vouloir dominer quelqu’un en phase de colère ne fait que prolonger la situation et l’empire. Respirez profondément, tentez de vous détendre, et parlez un minimum – vous pouvez même vous efforcer de ne rien dire du tout. » Désengagez-vous émotionnellement. La colère porte sur une situation – et non sur vous en tant que personne. Les mots que l’enfant peut dire ou les comportements qui sont les siens ne sont pas sous son contrôle. Essayez de vous désengager et pensez à quelque chose d’autre, par exemple une liste de courses ou un dîner."
Comprendre_lautisme_pour_les_nuls,185,Comprendre_lautisme_pour_les_nuls_p185_c1,"Il peut être utile de schématiser les comportements colériques de l’enfant, de telle sorte que vous puissiez planifier vos réponses à ses actes. Vous découvrirez rapidement ce qui marche et ce qui ne marche pas, en fonction de nos suggestions ici."
Comprendre_lautisme_pour_les_nuls,186,Comprendre_lautisme_pour_les_nuls_p186_c0,"Si l’enfant entre souvent dans le cycle de la colère ou se livre à des comportements dangereux, vous devez consulter un professionnel qui connaît le syndrome d’Asperger, tel qu’un psychiatre (voir le chapitre 4). Des changements majeurs dans la fréquence des cycles de colère peuvent aussi inciter à chercher de l’aide. Traverser la phase de la récupération Une fois l’éruption volcanique passée, la « montagne » devient très fatiguée. Un enfant en pleine récupération peut s’excuser pour ses actes, montrer des signes de grande fatigue et souvent s’endormir. Accordez-lui tout le temps de sommeil dont il a besoin, et profitez de ce temps pour recharger vos batteries et pour vous mettre en mode « limitation des dégâts ». Si votre enfant ne s’endort pas, vous pouvez utiliser des techniques de relaxation pour l’aider à se calmer ou à le rediriger vers une activité moins exigeante ou encore une de ses passions. Toutefois, vous devez comprendre que votre enfant est encore très fragile à ce stade, et que vous pouvez déclencher une autre éruption si vous lui en demandez trop. Si votre enfant est dans la phase de récupération, n’oubliez pas qu’il n’est absolument pas en mesure d’apprendre ou d’interagir avec les autres."
Comprendre_lautisme_pour_les_nuls,186,Comprendre_lautisme_pour_les_nuls_p186_c1,"La phase de récupération n’est pas un temps pour apprendre ou pour faire une anamnèse de ce qui vient de se dérouler. Cette étape pourra venir plus tard. Au moment de la récupération, se référer à la crise ou passer en revue ou tenter d’analyser le comportement de l’enfant pendant la période de rage peut le pousser à nouveau à l’étape du volcan humain. Un temps d’exclusion peut-il aider ?"
